Fim da primeira fase ... 
0
contador = 10
it = 0
0 2 0 94
6 8 7 14
(51 168)

Arvore 12
0 1 6 6
5 8 6 6
4 9 6 7
0 9 6 10
1 7 6 15
2 8 7 8
3 4 7 8
0 2 0 94
3 6 8 10
(52 164)

Arvore 13
0 1 6 6
5 8 6 6
4 9 6 7
0 9 6 10
1 7 6 15
3 4 7 8
0 2 0 94
3 5 8 7
3 6 8 10
(53 163)

Arvore 14
0 1 6 6
5 8 6 6
4 9 6 7
1 7 6 15
2 8 7 8
3 4 7 8
0 2 0 94
3 5 8 7
3 6 8 10
(54 161)

Arvore 15
0 1 6 6
5 8 6 6
4 9 6 7
1 7 6 15
2 8 7 8
3 4 7 8
0 2 0 94
3 6 8 10
3 8 9 6
(55 160)

Arvore 16
0 1 6 6
5 8 6 6
4 9 6 7
0 9 6 10
2 8 7 8
3 4 7 8
0 2 0 94
3 6 8 10
7 9 10 8
(56 157)

Arvore 17
0 1 6 6
5 8 6 6
4 9 6 7
0 9 6 10
2 8 7 8
3 4 7 8
3 5 8 7
1 7 6 15
6 8 7 14
(59 81)

Arvore 18
0 1 6 6
5 8 6 6
4 9 6 7
2 8 7 8
3 4 7 8
0 9 6 10
3 8 9 6
3 6 8 10
1 7 6 15
(61 76)

Arvore 19
0 1 6 6
5 8 6 6
4 9 6 7
2 8 7 8
3 4 7 8
0 9 6 10
3 5 8 7
7 9 10 8
6 8 7 14
(63 74)

Arvore 20
0 1 6 6
5 8 6 6
4 9 6 7
3 5 8 7
2 8 7 8
3 4 7 8
0 9 6 10
7 9 10 8
6 9 14 7
(70 67)

Arvore 21
0 1 6 6
5 8 6 6
3 8 9 6
4 9 6 7
2 8 7 8
3 9 14 7
6 9 14 7
7 9 10 8
0 9 6 10
(78 65)

Arvore 22
0 1 6 6
5 8 6 6
3 8 9 6
4 9 6 7
6 9 14 7
2 8 7 8
3 4 7 8
7 9 10 8
1 2 94 0
(159 56)

Arvore 23
0 1 6 6
5 8 6 6
4 9 6 7
3 5 8 7
6 9 14 7
2 8 7 8
3 4 7 8
7 9 10 8
1 2 94 0
(158 57)

Arvore 24
0 1 6 6
5 8 6 6
3 8 9 6
4 9 6 7
2 8 7 8
3 4 7 8
7 9 10 8
1 2 94 0
3 6 8 10
(153 59)

Arvore 25
0 1 6 6
5 8 6 6
4 9 6 7
3 5 8 7
2 8 7 8
3 4 7 8
7 9 10 8
1 2 94 0
3 6 8 10
(152 60)

Arvore 26
0 1 6 6
5 8 6 6
4 9 6 7
3 5 8 7
2 8 7 8
7 9 10 8
1 2 94 0
0 9 6 10
3 6 8 10
(151 62)

